Type	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11
AC>CA	5.01701937314426e-05	0.00037763192433099	0.00633751919816087	0.0041466645172504	0.00214198792883815	0.00266518526451099	0.0459320112885566	0.215131968007548	0.0246556888496588	0.00958964366413706	0.00137721183664123
AC>CG	2.66497608553337e-05	3.20078395756481e-05	4.64086051518866e-05	4.96798454240629e-05	0.00046242916968375	0.000146284604743836	0.00625435883558777	0.000973597231959741	0.0020746860129591	1.76258248032425e-05	0.000195021238181313
AC>CT	0.00433058613899172	0.000127223589480494	0.00301406424857415	8.33339342597184e-18	0.00202187645619302	0.000240467843414526	0.013609484826239	0.318195189890234	0.0285645175697268	0.0134434256973884	0.000759979670438519
AC>GA	0.00012820150108437	0.000239301513546644	0.00583850193846317	0.00440708306181203	0.000558518347799854	0.00859672540206928	0.00973678583524304	0.00116071201343607	0.0253572734917223	0.00532757981340948	0.000444326738536805
AC>GG	5.76402024560437e-05	4.21049498518778e-18	0.000449115533727935	7.02128460529598e-18	1.11103112196745e-17	0.000104202732146294	0.00254177143078287	0.000810497181795879	0.00714614071130357	0.000587527493441419	0.0022618442572575
AC>GT	0.00298800348984044	0.000282719087734432	0.0100801486458937	1.12180296118852e-08	0.000822763587619139	0.000132257313877989	0.00450313836162319	0.000151092684507627	0.0121273916699542	0.0285797272233369	0.00574005809286235
AC>TA	0.00121135276615153	0.00149437232088199	0.00100801486458937	0.00127204442920484	0.00148137482928993	0.0101196884103613	0.00542377998222172	0.0124076111781097	0.0412932675043067	0.000104559977646354	0.00026538972618488
AC>TG	0.000173627229815052	6.42176213568208e-06	1.1078183165289e-17	5.3185479677777e-05	0.00112104041135454	0.000449875257054674	0.000998696018866656	0.00257157747804372	0.0179405215613371	7.62789932162927e-06	0.000240258123326463
AC>TT	0.0267507069191796	0.00294835620065907	1.77650144452383e-06	0.000161259175670849	0.00747693917215933	0.00318619892524246	0.00118082294815897	0.00026816449965592	0.0445005115823111	0.000707024610751539	0.00283484480242939
AT>CA	0.000484052925155735	3.79704129765047e-05	0.00698995923811002	0.000912747084583705	0.000107543315783846	0.000113633671650282	0.0110505063255381	2.76737305155497e-05	0.0126631623811337	0.00349709402696314	0.00948079897599927
AT>CC	0.000298264976703845	4.18879952677314e-18	0.00901545879006234	6.97514147607635e-18	2.12099317240363e-05	6.36946633197634e-05	0.00623208735115936	0.000142350484306605	0.00177483693215891	0.00114918670574427	0.00190016013232053
AT>CG	3.99695153966769e-06	4.18879952677314e-18	0.0144962222835804	9.42640548052605e-18	1.04556001456517e-17	1.81415160003082e-06	0.00110505063255381	0.000264791809968928	9.19325646882309e-18	0.00256585652403245	1.74014664749354e-05
AT>GA	0.00212902946334057	0.000168757391006687	0.00179713440638908	0.000322849405464106	0.00110530630111175	0.00161479428134611	0.0143357919898874	0.000161264185018671	0.00635152317856866	7.98486624853342e-05	0.0112009439378894
AT>GC	0.000174741097462859	5.87637343684001e-06	0.00521268267046557	1.75374985684206e-05	1.04556001456517e-17	1.71447294068846e-05	0.00924857691569816	0.000224973492680368	0.00180474991416158	0.00404196703399706	0.00418035229110517
AT>TA	0.0023499664831212	0.000460064792149184	0.00233329605249411	0.0045139129838037	0.000789646753857315	0.00219293050553176	0.0338483977539007	0.000313569248647416	0.00917331448082131	0.00290268711019887	0.0038403236358478
CC>AA	1.05918794343151e-05	0.723624795251583	0.00898022503796504	6.94023815301923e-18	1.04032807495661e-17	8.23192932638496e-18	8.95465754871778e-18	0.0377371623225475	8.94883179785459e-18	0.0135043760749618	7.3138372596909e-18
CC>AG	1.22905770794412e-05	0.0725623758774377	1.09659513664919e-17	0.00538364188155635	0.0240761640204245	0.0610948007837727	8.22164354583602e-05	0.0153523888713776	0.0261917028229891	7.02818988426843e-05	0.000967217662097899
CC>AT	0.0186856740963861	0.0999481761397214	0.00581886968906645	0.0155659627146288	0.00240761640204245	0.000434407836741761	0.000843956662777385	0.0285257289997209	0.0193461441306169	0.0103500692545328	0.0343302565250797
CC>GA	0.000133897343792286	0.0176908271767307	0.000627331452047062	0.00351969220617404	6.69773122543496e-05	0.0352088543477911	0.000299148957932828	0.000801295651415774	0.0109132095095787	0.003341593787892	0.000948311144011622
CC>GG	9.81247698537496e-05	0.000449766792628746	7.16244571234835e-05	7.23767693100577e-05	1.17903848495083e-05	0.0179515567238034	0.00203064689987517	5.54666952772353e-05	0.00303585646357373	7.30419173105597e-18	0.00343302565250797
CC>GT	0.00691469864957177	0.00109942993753694	1.12623284304512e-17	7.9217861203748e-05	2.45715583418324e-05	0.00341178757623666	0.000161461192526659	0.000226819164615837	0.0177587682019509	0.00106457855189479	0.0691580529997983
CC>TA	0.0103920326525356	0.0159917081823554	0.0205488097678408	0.000168548640859039	0.00125830157637609	0.00220179314512947	8.95465754871778e-18	0.000709181318187508	0.000681579539370964	0.0235587290650793	0.0585106980775272
CC>TG	0.00254804646768902	0.00023687717745114	2.86497828493934e-05	8.22913952429423e-06	0.0047656933719441	0.00681365716533309	0.000233772033351482	0.00416990691280643	0.0153777043089519	7.30419173105597e-18	0.0321410807466688
CC>TT	0.857342693834187	4.16783894502638e-18	1.09659513664919e-17	6.94023815301923e-18	1.04032807495661e-17	8.23192932638496e-18	8.95465754871778e-18	0.0043382879520409	8.94883179785459e-18	0.0203058501565119	0.330366526560188
CG>AT	6.16653830871348e-07	0.0011763313521222	0.000287143265528763	0.000294260040001608	0.0016629600883285	0.00765335476312575	6.29548378829779e-05	0.000326405219050766	0.000222362158326074	7.47530854576301e-18	0.00185347315330616
CG>GC	5.54272597565955e-06	0.000377448929507038	1.12228529836946e-17	5.17491794485586e-06	0.000100588805342797	0.000598869935045648	0.000189574149502687	1.1454593090912e-17	1.21842278534835e-05	1.91674578096487e-05	0.000169053045851
CG>GT	1.73849338719949e-06	0.00130930793975341	1.12228529836946e-17	7.10282855176294e-18	0.00657072034900529	0.00326840879804575	2.09849459609927e-05	0.00122655377345164	0.000100926020719688	1.02898984030746e-05	0.00120170237412157
CG>TA	0.000364060968142951	4.26547977247791e-18	0.0989835411805136	7.10282855176294e-18	1.06470005655178e-17	8.4247804421676e-18	9.16444016847212e-18	0.000512922487079774	9.15847793653509e-18	0.361155257676539	7.51573179747221e-18
